"pli-tv-bi-vb-pc110","pli-tv-bi-vb-pc110_en","pli-tv-bu-vb-pc14:0.5","110. Leaving furniture outside"
"pli-tv-bi-vb-pc111","pli-tv-bi-vb-pc111_en","pli-tv-bu-vb-pc15:0.5","111. Not putting away bedding"
"pli-tv-bi-vb-pc112","pli-tv-bi-vb-pc112_en","pli-tv-bu-vb-pc16:0.5","112. Encroaching on a nun"
"pli-tv-bi-vb-pc113","pli-tv-bi-vb-pc113_en","pli-tv-bu-vb-pc17:0.5","113. Evicting a nun"
"pli-tv-bi-vb-pc114","pli-tv-bi-vb-pc114_en","pli-tv-bu-vb-pc18:0.5","114. Sitting down on an upper story"
"pli-tv-bi-vb-pc115","pli-tv-bi-vb-pc115_en","pli-tv-bu-vb-pc19:0.5","115. Applying excessive materials to a large dwelling"
"pli-tv-bi-vb-pc116","pli-tv-bi-vb-pc116_en","pli-tv-bu-vb-pc20:0.5","116. Pouring water with living beings in it"
"pli-tv-bi-vb-pc117","pli-tv-bi-vb-pc117_en","pli-tv-bu-vb-pc31:0.5","117. Eating excessively at a public guesthouse"
"pli-tv-bi-vb-pc118","pli-tv-bi-vb-pc118_en","pli-tv-bu-vb-pc32:0.5","118. Eating in a group"
"pli-tv-bi-vb-pc119","pli-tv-bi-vb-pc119_en","pli-tv-bu-vb-pc34:0.5","119. Accepting more than three bowlfuls"
"pli-tv-bi-vb-pc120","pli-tv-bi-vb-pc120_en","pli-tv-bu-vb-pc37:0.5","120. Eating at the wrong time"
"pli-tv-bi-vb-pc121","pli-tv-bi-vb-pc121_en","pli-tv-bu-vb-pc38:0.5","121. Eating stored food"
"pli-tv-bi-vb-pc122","pli-tv-bi-vb-pc122_en","pli-tv-bu-vb-pc40:0.5","122. Eating ungiven food"
"pli-tv-bi-vb-pc123","pli-tv-bi-vb-pc123_en","pli-tv-bu-vb-pc42:0.5","123. Dismissing a nun during almsround"
"pli-tv-bi-vb-pc124","pli-tv-bi-vb-pc124_en","pli-tv-bu-vb-pc43:0.5","124. Intruding on a lustful couple"
"pli-tv-bi-vb-pc125","pli-tv-bi-vb-pc125_en","pli-tv-bu-vb-pc44:0.5","125. Sitting with a man in a concealed place"
"pli-tv-bi-vb-pc126","pli-tv-bi-vb-pc126_en","pli-tv-bu-vb-pc45:0.5","126. Sitting alone with a man"
"pli-tv-bi-vb-pc127","pli-tv-bi-vb-pc127_en","pli-tv-bu-vb-pc46:0.5","127. Visiting families before a meal"
"pli-tv-bi-vb-pc128","pli-tv-bi-vb-pc128_en","pli-tv-bu-vb-pc47:0.5","128. Accepting an invitation of more than four months"
"pli-tv-bi-vb-pc129","pli-tv-bi-vb-pc129_en","pli-tv-bu-vb-pc48:0.5","129. Going to see a mobilized army"
"pli-tv-bi-vb-pc130","pli-tv-bi-vb-pc130_en","pli-tv-bu-vb-pc49:0.5","130. Staying more than three days with an army"
"pli-tv-bi-vb-pc131","pli-tv-bi-vb-pc131_en","pli-tv-bu-vb-pc50:0.5","131. Seeing an army in action"
"pli-tv-bi-vb-pc132","pli-tv-bi-vb-pc132_en","pli-tv-bu-vb-pc51:0.5","132. Drinking alcohol"
"pli-tv-bi-vb-pc133","pli-tv-bi-vb-pc133_en","pli-tv-bu-vb-pc52:0.5","133. Tickling"
"pli-tv-bi-vb-pc134","pli-tv-bi-vb-pc134_en","pli-tv-bu-vb-pc53:0.5","134. Playing in water"
"pli-tv-bi-vb-pc135","pli-tv-bi-vb-pc135_en","pli-tv-bu-vb-pc54:0.5","135. Disrespect"
"pli-tv-bi-vb-pc136","pli-tv-bi-vb-pc136_en","pli-tv-bu-vb-pc55:0.5","136. Scaring a nun"
"pli-tv-bi-vb-pc137","pli-tv-bi-vb-pc137_en","pli-tv-bu-vb-pc56:0.5","137. Lighting a fire"
"pli-tv-bi-vb-pc138","pli-tv-bi-vb-pc138_en","pli-tv-bu-vb-pc57:0.5","138. Bathing too often"
"pli-tv-bi-vb-pc139","pli-tv-bi-vb-pc139_en","pli-tv-bu-vb-pc58:0.5","139. Not making stains on a new robe"
"pli-tv-bi-vb-pc140","pli-tv-bi-vb-pc140_en","pli-tv-bu-vb-pc59:0.5","140. Using assigned property that has not been relinquished"
"pli-tv-bi-vb-pc141","pli-tv-bi-vb-pc141_en","pli-tv-bu-vb-pc60:0.5","141. Hiding a robe"
"pli-tv-bi-vb-pc142","pli-tv-bi-vb-pc142_en","pli-tv-bu-vb-pc61:0.5","142. Intentionally killing a living being"
"pli-tv-bi-vb-pc143","pli-tv-bi-vb-pc143_en","pli-tv-bu-vb-pc62:0.5","143. Using water with living beings in it"
"pli-tv-bi-vb-pc144","pli-tv-bi-vb-pc144_en","pli-tv-bu-vb-pc63:0.5","144. Reopening a settled legal issue"
"pli-tv-bi-vb-pc145","pli-tv-bi-vb-pc145_en","pli-tv-bu-vb-pc66:0.5","145. Traveling with thieves"
"pli-tv-bi-vb-pc146","pli-tv-bi-vb-pc146_en","pli-tv-bu-vb-pc68:0.5","146. Not giving up a bad view"
"pli-tv-bi-vb-pc147","pli-tv-bi-vb-pc147_en","pli-tv-bu-vb-pc69:0.5","147. Living with an ejected nun"
"pli-tv-bi-vb-pc148","pli-tv-bi-vb-pc148_en","pli-tv-bu-vb-pc70:0.5","148. Supporting a novice nun with a bad view"
"pli-tv-bi-vb-pc149","pli-tv-bi-vb-pc149_en","pli-tv-bu-vb-pc71:0.5","149. Not accepting legitimate correction"
"pli-tv-bi-vb-pc150","pli-tv-bi-vb-pc150_en","pli-tv-bu-vb-pc72:0.5","150. Disparaging the training rules"
"pli-tv-bi-vb-pc151","pli-tv-bi-vb-pc151_en","pli-tv-bu-vb-pc73:0.5","151. Deception"
"pli-tv-bi-vb-pc152","pli-tv-bi-vb-pc152_en","pli-tv-bu-vb-pc74:0.5","152. Hitting in anger"
"pli-tv-bi-vb-pc153","pli-tv-bi-vb-pc153_en","pli-tv-bu-vb-pc75:0.5","153. Raising a hand in anger"
"pli-tv-bi-vb-pc154","pli-tv-bi-vb-pc154_en","pli-tv-bu-vb-pc76:0.5","154. Making a groundless accusation"
"pli-tv-bi-vb-pc155","pli-tv-bi-vb-pc155_en","pli-tv-bu-vb-pc77:0.5","155. Intentionally making a nun anxious"
"pli-tv-bi-vb-pc156","pli-tv-bi-vb-pc156_en","pli-tv-bu-vb-pc78:0.5","156. Eavesdropping"
"pli-tv-bi-vb-pc157","pli-tv-bi-vb-pc157_en","pli-tv-bu-vb-pc79:0.5","157. Criticizing a legitimate legal procedure"
"pli-tv-bi-vb-pc158","pli-tv-bi-vb-pc158_en","pli-tv-bu-vb-pc80:0.5","158. Leaving without giving consent"
"pli-tv-bi-vb-pc159","pli-tv-bi-vb-pc159_en","pli-tv-bu-vb-pc81:0.5","159. Criticizing a robe distribution"
"pli-tv-bi-vb-pc160","pli-tv-bi-vb-pc160_en","pli-tv-bu-vb-pc82:0.5","160. Diverting gains intended for the Sangha"
"pli-tv-bi-vb-pc161","pli-tv-bi-vb-pc161_en","pli-tv-bu-vb-pc84:0.5","161. Picking up precious things"
"pli-tv-bi-vb-pc162","pli-tv-bi-vb-pc162_en","pli-tv-bu-vb-pc86:0.5","162. Making an inappropriate needle case"
"pli-tv-bi-vb-pc163","pli-tv-bi-vb-pc163_en","pli-tv-bu-vb-pc87:0.5","163. Making an inappropriate bed or bench"
"pli-tv-bi-vb-pc164","pli-tv-bi-vb-pc164_en","pli-tv-bu-vb-pc88:0.5","164. Making an upholstered bed or bench"
"pli-tv-bi-vb-pc165","pli-tv-bi-vb-pc165_en","pli-tv-bu-vb-pc90:0.5","165. Making an oversize itch cloth"
"pli-tv-bi-vb-pc166","pli-tv-bi-vb-pc166_en","pli-tv-bu-vb-pc92:0.5","166. Making an oversize robe"
"pli-tv-bi-vb-pd2","pli-tv-bi-vb-pd2_en","pli-tv-bi-vb-pd2:0.4","2. Asking for oil"
"pli-tv-bi-vb-pd3","pli-tv-bi-vb-pd3_en","pli-tv-bi-vb-pd2:0.4","3. Asking for honey"
"pli-tv-bi-vb-pd4","pli-tv-bi-vb-pd4_en","pli-tv-bi-vb-pd2:0.4","4. Asking for syrup"
"pli-tv-bi-vb-pd5","pli-tv-bi-vb-pd5_en","pli-tv-bi-vb-pd2:0.4","5. Asking for fish"
"pli-tv-bi-vb-pd6","pli-tv-bi-vb-pd6_en","pli-tv-bi-vb-pd2:0.4","6. Asking for meat"
"pli-tv-bi-vb-pd7","pli-tv-bi-vb-pd7_en","pli-tv-bi-vb-pd2:0.4","7. Asking for milk"
"pli-tv-bi-vb-pd8","pli-tv-bi-vb-pd8_en","pli-tv-bi-vb-pd2:0.4","8. Asking for curd"
"pli-tv-bi-vb-sk2","pli-tv-bi-vb-sk2_en","pli-tv-bu-vb-sk2:0.5","2. Not wearing the upper robe evenly all around"
"pli-tv-bi-vb-sk3","pli-tv-bi-vb-sk3_en","pli-tv-bu-vb-sk3:0.5","3. Not being well-covered"
"pli-tv-bi-vb-sk4","pli-tv-bi-vb-sk4_en","pli-tv-bu-vb-sk4:0.5","4. Not being well-covered"
"pli-tv-bi-vb-sk5","pli-tv-bi-vb-sk5_en","pli-tv-bu-vb-sk5:0.5","5. Being unrestrained"
"pli-tv-bi-vb-sk6","pli-tv-bi-vb-sk6_en","pli-tv-bu-vb-sk6:0.5","6. Being unrestrained"
"pli-tv-bi-vb-sk7","pli-tv-bi-vb-sk7_en","pli-tv-bu-vb-sk7:0.5","7. Not lowering the eyes"
"pli-tv-bi-vb-sk8","pli-tv-bi-vb-sk8_en","pli-tv-bu-vb-sk8:0.5","8. Not lowering the eyes"
"pli-tv-bi-vb-sk9","pli-tv-bi-vb-sk9_en","pli-tv-bu-vb-sk9:0.5","9. Lifting the robes"
"pli-tv-bi-vb-sk10","pli-tv-bi-vb-sk10_en","pli-tv-bu-vb-sk10:0.5","10. Lifting the robes"
"pli-tv-bi-vb-sk11","pli-tv-bi-vb-sk11_en","pli-tv-bu-vb-sk11:0.5","11. Laughing loudly"
"pli-tv-bi-vb-sk12","pli-tv-bi-vb-sk12_en","pli-tv-bu-vb-sk12:0.5","12. Laughing loudly"
"pli-tv-bi-vb-sk13","pli-tv-bi-vb-sk13_en","pli-tv-bu-vb-sk13:0.5","13. Being noisy"
"pli-tv-bi-vb-sk14","pli-tv-bi-vb-sk14_en","pli-tv-bu-vb-sk14:0.5","14. Being noisy"
"pli-tv-bi-vb-sk15","pli-tv-bi-vb-sk15_en","pli-tv-bu-vb-sk15:0.5","15. Swaying the body"
"pli-tv-bi-vb-sk16","pli-tv-bi-vb-sk16_en","pli-tv-bu-vb-sk16:0.5","16. Swaying the body"
"pli-tv-bi-vb-sk17","pli-tv-bi-vb-sk17_en","pli-tv-bu-vb-sk17:0.5","17. Swinging the arms"
"pli-tv-bi-vb-sk18","pli-tv-bi-vb-sk18_en","pli-tv-bu-vb-sk18:0.5","18. Swinging the arms"
"pli-tv-bi-vb-sk19","pli-tv-bi-vb-sk19_en","pli-tv-bu-vb-sk19:0.5","19. Swaying the head"
"pli-tv-bi-vb-sk20","pli-tv-bi-vb-sk20_en","pli-tv-bu-vb-sk20:0.5","20. Swaying the head"
"pli-tv-bi-vb-sk21","pli-tv-bi-vb-sk21_en","pli-tv-bu-vb-sk21:0.5","21. Hands on hips"
"pli-tv-bi-vb-sk22","pli-tv-bi-vb-sk22_en","pli-tv-bu-vb-sk22:0.5","22. Hands on hips"
"pli-tv-bi-vb-sk23","pli-tv-bi-vb-sk23_en","pli-tv-bu-vb-sk23:0.5","23. Covering the head"
"pli-tv-bi-vb-sk24","pli-tv-bi-vb-sk24_en","pli-tv-bu-vb-sk24:0.5","24. Covering the head"
"pli-tv-bi-vb-sk25","pli-tv-bi-vb-sk25_en","pli-tv-bu-vb-sk25:0.5","25. Squatting on the heels"
"pli-tv-bi-vb-sk26","pli-tv-bi-vb-sk26_en","pli-tv-bu-vb-sk26:0.5","26. Clasping the knees"
"pli-tv-bi-vb-sk27","pli-tv-bi-vb-sk27_en","pli-tv-bu-vb-sk27:0.5","27. Not receiving respectfully"
"pli-tv-bi-vb-sk28","pli-tv-bi-vb-sk28_en","pli-tv-bu-vb-sk28:0.5","28. Not receiving with attention on the almsbowl"
"pli-tv-bi-vb-sk29","pli-tv-bi-vb-sk29_en","pli-tv-bu-vb-sk29:0.5","29. Not receiving in the right proportions"
"pli-tv-bi-vb-sk30","pli-tv-bi-vb-sk30_en","pli-tv-bu-vb-sk30:0.5","30. Not receiving on an even level"
"pli-tv-bi-vb-sk31","pli-tv-bi-vb-sk31_en","pli-tv-bu-vb-sk31:0.5","31. Not eating respectfully"
"pli-tv-bi-vb-sk32","pli-tv-bi-vb-sk32_en","pli-tv-bu-vb-sk32:0.5","32. Not eating with attention on the almsbowl"
"pli-tv-bi-vb-sk33","pli-tv-bi-vb-sk33_en","pli-tv-bu-vb-sk33:0.5","33. Not eating in order"
"pli-tv-bi-vb-sk34","pli-tv-bi-vb-sk34_en","pli-tv-bu-vb-sk34:0.5","34. Not eating in the right proportions"
"pli-tv-bi-vb-sk35","pli-tv-bi-vb-sk35_en","pli-tv-bu-vb-sk35:0.5","35. Making food into a heap"
"pli-tv-bi-vb-sk36","pli-tv-bi-vb-sk36_en","pli-tv-bu-vb-sk36:0.5","36. Covering with rice"
"pli-tv-bi-vb-sk37","pli-tv-bi-vb-sk37_en","pli-tv-bu-vb-sk37:0.5","37. Requesting rice and bean curry"
"pli-tv-bi-vb-sk38","pli-tv-bi-vb-sk38_en","pli-tv-bu-vb-sk38:0.5","38. Finding fault"
"pli-tv-bi-vb-sk39","pli-tv-bi-vb-sk39_en","pli-tv-bu-vb-sk39:0.5","39. Making an overlarge mouthful"
"pli-tv-bi-vb-sk40","pli-tv-bi-vb-sk40_en","pli-tv-bu-vb-sk40:0.5","40. Not making rounded mouthfuls"
"pli-tv-bi-vb-sk41","pli-tv-bi-vb-sk41_en","pli-tv-bu-vb-sk41:0.5","41. Opening the mouth"
"pli-tv-bi-vb-sk42","pli-tv-bi-vb-sk42_en","pli-tv-bu-vb-sk42:0.5","42. Putting whole hand in mouth"
"pli-tv-bi-vb-sk43","pli-tv-bi-vb-sk43_en","pli-tv-bu-vb-sk43:0.5","43. Speaking with food in mouth"
"pli-tv-bi-vb-sk44","pli-tv-bi-vb-sk44_en","pli-tv-bu-vb-sk44:0.5","44. Eating from lifted mouthfuls"
"pli-tv-bi-vb-sk45","pli-tv-bi-vb-sk45_en","pli-tv-bu-vb-sk45:0.5","45. Breaking up mouthfuls"
"pli-tv-bi-vb-sk46","pli-tv-bi-vb-sk46_en","pli-tv-bu-vb-sk46:0.5","46. Stuffing the cheeks"
"pli-tv-bi-vb-sk47","pli-tv-bi-vb-sk47_en","pli-tv-bu-vb-sk47:0.5","47. Shaking the hand"
"pli-tv-bi-vb-sk48","pli-tv-bi-vb-sk48_en","pli-tv-bu-vb-sk48:0.5","48. Scattering rice"
"pli-tv-bi-vb-sk49","pli-tv-bi-vb-sk49_en","pli-tv-bu-vb-sk49:0.5","49. Sticking out the tongue"
"pli-tv-bi-vb-sk50","pli-tv-bi-vb-sk50_en","pli-tv-bu-vb-sk50:0.5","50. Chomping"
"pli-tv-bi-vb-sk51","pli-tv-bi-vb-sk51_en","pli-tv-bu-vb-sk51:0.5","51. Slurping"
"pli-tv-bi-vb-sk52","pli-tv-bi-vb-sk52_en","pli-tv-bu-vb-sk52:0.5","52. Licking the hand"
"pli-tv-bi-vb-sk53","pli-tv-bi-vb-sk53_en","pli-tv-bu-vb-sk53:0.5","53. Licking the almsbowl"
"pli-tv-bi-vb-sk54","pli-tv-bi-vb-sk54_en","pli-tv-bu-vb-sk54:0.5","54. Licking the lips"
"pli-tv-bi-vb-sk55","pli-tv-bi-vb-sk55_en","pli-tv-bu-vb-sk55:0.5","55. Receiving with soiled hand"
"pli-tv-bi-vb-sk56","pli-tv-bi-vb-sk56_en","pli-tv-bu-vb-sk56:0.5","56. Discarding waste water with rice"
"pli-tv-bi-vb-sk57","pli-tv-bi-vb-sk57_en","pli-tv-bu-vb-sk57:0.5","57. Holding a sunshade"
"pli-tv-bi-vb-sk58","pli-tv-bi-vb-sk58_en","pli-tv-bu-vb-sk58:0.5","58. Holding a staff"
"pli-tv-bi-vb-sk59","pli-tv-bi-vb-sk59_en","pli-tv-bu-vb-sk59:0.5","59. Holding a knife"
"pli-tv-bi-vb-sk60","pli-tv-bi-vb-sk60_en","pli-tv-bu-vb-sk60:0.5","60. Holding a weapon"
"pli-tv-bi-vb-sk61","pli-tv-bi-vb-sk61_en","pli-tv-bu-vb-sk61:0.5","61. Wearing shoes"
"pli-tv-bi-vb-sk62","pli-tv-bi-vb-sk62_en","pli-tv-bu-vb-sk62:0.5","62. Wearing sandals"
"pli-tv-bi-vb-sk63","pli-tv-bi-vb-sk63_en","pli-tv-bu-vb-sk63:0.5","63. Sitting in a vehicle"
"pli-tv-bi-vb-sk64","pli-tv-bi-vb-sk64_en","pli-tv-bu-vb-sk64:0.5","64. Lying down"
"pli-tv-bi-vb-sk65","pli-tv-bi-vb-sk65_en","pli-tv-bu-vb-sk65:0.5","65. Clasping the knees"
"pli-tv-bi-vb-sk66","pli-tv-bi-vb-sk66_en","pli-tv-bu-vb-sk66:0.5","66. Wearing a headdress"
"pli-tv-bi-vb-sk67","pli-tv-bi-vb-sk67_en","pli-tv-bu-vb-sk67:0.5","67. Covering the head"
"pli-tv-bi-vb-sk68","pli-tv-bi-vb-sk68_en","pli-tv-bu-vb-sk68:0.5","68. Sitting on the ground"
"pli-tv-bi-vb-sk69","pli-tv-bi-vb-sk69_en","pli-tv-bu-vb-sk69:0.5","69. Sitting on a low seat"
"pli-tv-bi-vb-sk70","pli-tv-bi-vb-sk70_en","pli-tv-bu-vb-sk70:0.5","70. Standing"
"pli-tv-bi-vb-sk71","pli-tv-bi-vb-sk71_en","pli-tv-bu-vb-sk71:0.5","71. Walking behind"
"pli-tv-bi-vb-sk72","pli-tv-bi-vb-sk72_en","pli-tv-bu-vb-sk72:0.5","72. Walking next to the path"
"pli-tv-bi-vb-sk73","pli-tv-bi-vb-sk73_en","pli-tv-bu-vb-sk73:0.5","73. Defecating while standing"
"pli-tv-bi-vb-sk74","pli-tv-bi-vb-sk74_en","pli-tv-bu-vb-sk74:0.5","74. Defecating on cultivated plants"
"pli-tv-bi-vb-as1","pli-tv-bi-vb-as1_en","pli-tv-bu-pm:247.0","The settling of legal issues 1"
"pli-tv-bi-vb-as2","pli-tv-bi-vb-as2_en","pli-tv-bu-pm:248.0","The settling of legal issues 2"
"pli-tv-bi-vb-as3","pli-tv-bi-vb-as3_en","pli-tv-bu-pm:249.0","The settling of legal issues 3"
"pli-tv-bi-vb-as4","pli-tv-bi-vb-as4_en","pli-tv-bu-pm:250.0","The settling of legal issues 4"
"pli-tv-bi-vb-as5","pli-tv-bi-vb-as5_en","pli-tv-bu-pm:251.0","The settling of legal issues 5"
"pli-tv-bi-vb-as6","pli-tv-bi-vb-as6_en","pli-tv-bu-pm:252.0","The settling of legal issues 6"
"pli-tv-bi-vb-as7","pli-tv-bi-vb-as7_en","pli-tv-bu-pm:253.0","The settling of legal issues 7"
"pli-tv-bu-vb-as1","pli-tv-bu-vb-as1_en","pli-tv-bu-pm:247.0","The settling of legal issues 1"
"pli-tv-bu-vb-as2","pli-tv-bu-vb-as2_en","pli-tv-bu-pm:248.0","The settling of legal issues 2"
"pli-tv-bu-vb-as3","pli-tv-bu-vb-as3_en","pli-tv-bu-pm:249.0","The settling of legal issues 3"
"pli-tv-bu-vb-as4","pli-tv-bu-vb-as4_en","pli-tv-bu-pm:250.0","The settling of legal issues 4"
"pli-tv-bu-vb-as5","pli-tv-bu-vb-as5_en","pli-tv-bu-pm:251.0","The settling of legal issues 5"
"pli-tv-bu-vb-as6","pli-tv-bu-vb-as6_en","pli-tv-bu-pm:252.0","The settling of legal issues 6"
"pli-tv-bu-vb-as7","pli-tv-bu-vb-as7_en","pli-tv-bu-pm:253.0","The settling of legal issues 7"
